env,side,map,mode_n_type,round_dur_s,name,created_x0,created_z0,trigger_x1,trigger_z1,round_time_s
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,70,vt_grenade_flash_detector,22.2279,26.3327,28.2653,22.6524,41
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_flash_detector,-34.1718,26.0473,-65.369,32.7816,87
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_flash_detector,-24.4141,15.8654,-52.8268,26.387,92
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,93,vt_grenade_flash_detector,-58.0485,-5.0097,-46.9033,35.2894,34
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_flash_detector,-21.2262,-10.3678,-3.1695,18.5742,40
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,76,vt_grenade_reverse,-9.3115,21.0876,-0.9304,-12.5916,32
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,109,vt_grenade_echo,28.7372,18.427,16.2637,26.8001,78
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_flash,-51.8352,17.6975,-45.7086,46.7396,51
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,70,vt_grenade_reverse,24.2944,-24.282,29.8678,11.9723,32
rushb-master,1,23_reviera,bomb_5x5_economy/training,101,vt_grenade_robotron,-1.5852,-5.424,1.9659,-26.4246,67
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_reverse,28.328,12.5413,27.6644,25.363,86
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,120,vt_grenade_echo,-30.9259,-6.2519,1.518,1.5824,43
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_echo,29.6072,-14.3183,12.8209,-33.6647,73
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash,-34.6636,-7.3604,-40.2996,-20.9437,50
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_echo,-43.0628,44.6084,-6.636,52.8739,89
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_smoke_2,35.1323,36.8529,30.0332,5.7758,40
rushb-master,0,23_reviera,bomb_5x5_economy/training,152,vt_grenade_smoke_2,-5.9916,-1.5844,14.962,17.2368,71
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-48.4969,-30.9778,-53.3705,-27.4998,116
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_smoke_2,25.6551,5.277,23.6041,37.4597,51
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_smoke_2,-10.6159,-2.1103,-10.683,20.7775,67
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_echo,8.8091,33.4935,-34.089,16.0109,81
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,82,vt_grenade_flash,26.1577,38.0373,18.86,24.7381,56
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_flash_detector,-52.8741,32.8488,-40.3337,45.1907,63
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_reverse,-44.2658,10.2101,-33.9859,25.2776,46
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,82,vt_grenade_smoke_2,27.3616,1.0798,26.6474,27.9341,37
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_echo,22.5534,24.0941,27.3496,-18.5256,31
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_smoke_2,-39.5904,15.3328,-46.4305,30.1487,77
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_smoke_2,-22.4615,-9.8176,2.4239,3.262,34
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,vt_grenade_smoke_2,16.5218,-38.9898,36.2586,-31.0017,104
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-31.3289,-23.6251,-31.1638,-26.621,50
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,93,vt_grenade_flash,-24.5573,17.0529,-45.6644,6.6414,52
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-14.8796,-5.1548,-20.036,-5.5115,41
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,90,vt_grenade_smoke_2,31.5255,9.0277,34.8332,35.5301,48
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_flash,-23.5084,-12.536,-4.6548,18.9451,38
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_smoke_2,24.4746,-25.9373,30.986,5.3988,53
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_smoke_2,5.4383,8.6212,19.7608,28.88,90
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-7.2065,19.3263,-19.7856,-12.0037,24
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_flash_detector,-8.9325,22.7944,-20.058,-6.5731,51
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_smoke_2,33.0486,39.2923,27.0435,11.4647,69
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,106,vt_grenade_echo,-5.5445,-21.1164,4.6838,2.3275,37
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_smoke_2,-11.7528,26.727,-8.4209,31.6723,94
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_flash_detector,17.6672,24.3573,44.8238,36.5568,114
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-18.3355,-4.5554,-16.8497,-3.5414,98
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_echo,-32.3843,-11.0369,-66.963,-19.3261,38
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,81,vt_grenade_echo,4.3206,-24.8247,-14.7048,4.6905,31
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_reverse,-45.0835,25.4006,-39.3556,14.9224,19
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_echo,-49.96,8.2365,-48.5981,29.9818,42
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,100,vt_grenade_smoke_2,16.1328,-26.9417,33.1923,-9.4912,34
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,106,vt_grenade_flash_detector,36.7361,32.4608,30.4768,11.6201,62
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,vt_grenade_robotron,-37.0243,28.2934,-39.1109,24.894,123
rushb-master,0,23_reviera,bomb_5x5_economy/training,108,vt_grenade_smoke_2,-48.3051,6.5937,-39.8353,30.0861,44
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-8.06,-51.1939,-6.4154,-43.9504,34
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,82,vt_grenade_echo,6.9511,11.5867,29.1442,41.8442,54
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_smoke_2,-41.4204,20.5697,-36.1108,30.0859,45
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_smoke_2,0.4255,-19.9996,1.8864,2.2029,64
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,94,vt_grenade_flash_detector,13.5515,26.8023,29.9686,18.2206,57
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-26.6283,-13.4234,-26.9636,-13.371,44
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,94,vt_grenade_echo,32.3616,0.5024,32.8946,33.1174,82
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_echo,0.0083,-19.8314,-19.5755,17.4761,39
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,82,vt_grenade_flash_detector,11.0578,18.7746,28.6736,35.371,64
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_molotov,-49.0811,26.1822,-57.3933,30.9758,76
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_reverse,-46.501,9.4379,-33.65,26.6921,90
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,109,vt_grenade_echo,37.0416,37.9107,27.8346,-2.6945,46
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-35.2472,-31.0186,-6.4097,-49.9254,69
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash_detector,-6.6691,17.1885,-19.0408,57.2345,87
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,109,vt_grenade_flash,30.0085,-8.9363,33.5192,30.3003,60
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_flash_detector,-2.6966,-15.7926,-10.7183,25.8729,67
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_reverse,33.0065,28.2385,29.0648,16.1874,25
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_reverse,-43.3704,21.0682,-31.0493,27.7425,54
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-7.7442,34.8231,-10.4351,21.8411,14
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,84,vt_grenade_smoke_2,26.3035,26.4324,13.9977,24.0821,48
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,94,vt_grenade_echo,-7.8353,13.4352,-2.9572,-20.2968,32
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,81,vt_grenade_smoke_2,13.0524,19.3534,10.5439,8.9091,50
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_smoke_2,21.8297,24.833,29.1957,-11.499,76
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,76,vt_grenade_flash_detector,28.3552,21.2003,33.2335,-25.0721,68
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_smoke_2,-47.6627,12.1968,-36.3152,30.086,60
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_flash_detector,32.3589,8.7796,21.795,34.0755,52
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,70,vt_grenade_echo,25.6327,23.9994,26.8991,-17.7017,30
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,122,vt_grenade_flash,-0.3145,-16.8688,-11.4624,20.5428,48
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_flash,-35.065,26.2339,-64.296,35.1739,93
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_robotron,-12.243,43.3596,-6.3997,10.5139,121
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,70,vt_grenade_reverse,25.5108,-24.5994,29.9354,11.9481,34
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-9.0548,-45.9906,15.373,-44.3819,99
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_echo,-27.1888,-10.5871,8.5166,6.8273,33
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,66,vt_grenade_echo,-27.3215,-7.5845,8.4099,7.1082,34
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-22.6293,-31.3241,-22.0337,-31.5459,59
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_echo,29.3344,-24.4573,31.5983,11.4081,96
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_flash,15.6036,23.7727,2.66,0.0521,42
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_flash,25.8437,1.592,35.7157,39.3712,47
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,106,vt_grenade_reverse,-5.2079,17.4967,-19.1244,-9.2598,31
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-23.6068,51.6317,-23.5057,49.5882,7
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_molotov,-31.7456,28.5226,-52.9858,14.9041,90
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_flash_detector,-56.5152,35.2444,-29.2767,27.2876,73
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_smoke_2,37.9781,33.9404,27.0575,16.0077,52
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_flash_detector,-5.8311,15.9282,-20.8336,-5.9991,42
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_reverse,31.0669,-11.1938,32.6723,11.9245,42
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_echo,-14.1648,10.4399,1.9935,-20.6046,46
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_flash,-22.256,16.3562,-2.2733,-5.7509,60
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_flash_detector,-57.8335,17.6734,-46.0577,45.6526,62
rushb-master,1,23_reviera,bomb_5x5_economy/training,101,vt_grenade_robotron,-3.4313,-3.3178,2.1414,-26.4246,59
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-33.9236,-24.7584,-30.9359,-24.8073,64
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_echo,26.8119,48.378,31.0138,3.3357,36
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_smoke_2,18.699,27.4934,33.3035,13.5426,47
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_flash_detector,-36.4838,29.048,-64.9786,19.1747,99
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,70,vt_grenade_echo,34.8377,-13.9915,27.0578,14.2011,34
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_echo,30.3989,-5.9216,27.0028,26.6255,36
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,100,vt_grenade_smoke_2,-56.3944,-14.9804,-31.1711,-16.1117,56
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_flash,-46.1861,17.1736,-28.4292,26.6023,62
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,66,vt_grenade_reverse,-50.1481,39.2056,-42.4646,17.2989,28
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_echo,15.128,27.7292,1.435,5.9712,74
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-10.4784,9.6445,-14.907,2.9792,34
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_reverse,37.967,35.2545,36.1769,34.1198,53
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,109,vt_grenade_flash_detector,28.3059,7.6025,28.463,44.0644,73
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_reverse,-54.0582,21.2119,-46.8743,14.9247,19
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,93,vt_grenade_flash_detector,-54.4633,2.9479,-49.209,44.751,41
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,66,vt_grenade_reverse,-11.6722,-42.8418,-16.1832,-41.6446,17
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-58.1169,-24.0565,-21.3854,-45.5738,80
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_echo,-10.1587,25.7914,-21.8832,-10.2575,42
rushb-master,1,23_reviera,bomb_5x5_economy/training,127,vt_grenade_robotron,-39.0859,27.5108,-38.9629,24.8938,126
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,90,vt_grenade_flash_detector,34.2628,7.0768,20.5938,37.6952,48
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_smoke_2,33.2426,41.4612,30.9184,8.072,91
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_smoke_2,-38.9653,11.0615,-49.6463,39.8529,91
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,76,vt_grenade_flash,27.6218,-24.1604,30.5238,12.8703,64
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_smoke_2,5.3133,-21.5802,-15.2574,10.1597,34
rushb-master,0,23_reviera,bomb_5x5_economy/training,108,vt_grenade_smoke_2,-48.7605,16.9763,-52.4836,34.9044,46
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-38.8089,-35.061,-33.5292,-37.007,108
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,90,vt_grenade_echo,6.1812,-24.7157,-18.717,15.9247,31
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_echo,-32.7837,23.6324,-60.3917,22.1359,79
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_echo,-44.2546,17.5633,-60.6553,-8.1943,32
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,76,vt_grenade_reverse,-6.2497,21.2987,-19.8323,-8.9666,30
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,109,vt_grenade_echo,7.6886,-23.5191,-17.722,1.3932,36
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_smoke_2,-3.012,-15.9913,-15.6893,13.1737,43
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,82,vt_grenade_reverse,32.8145,17.2942,14.9948,26.7209,45
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,123,vt_grenade_echo,-35.7908,29.0848,-65.3869,33.309,95
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_flash_detector,-10.1905,0.0868,14.768,6.9021,70
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,66,vt_grenade_flash_detector,-21.1192,-9.3954,-3.5651,18.9438,41
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-25.1122,-40.8159,-35.6594,-36.2098,52
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_reverse,1.817,33.7117,-10.0754,29.8134,84
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_flash_detector,-28.9274,20.9912,-47.1828,26.7231,75
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_echo,-51.1775,8.9441,-41.6409,26.7043,62
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_smoke_2,-65.0025,28.5791,-57.5756,26.2693,54
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash_detector,-12.9137,15.263,-11.0872,4.9186,37
rushb-master,0,23_reviera,bomb_5x5_economy/training,127,vt_grenade_reverse,-8.321,-56.0271,-6.2473,-46.7445,5
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_echo,-50.96,11.3827,-40.0856,13.6708,37
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-23.5095,53.532,-23.6004,49.5881,3
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,66,vt_grenade_reverse,-23.9104,-40.2876,-17.3786,-41.1165,28
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_flash_detector,-32.8246,26.4345,-65.0229,31.1341,61
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,70,vt_grenade_flash_detector,27.3862,16.2201,33.5452,45.8437,55
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_flash_detector,29.5523,-23.9862,29.6705,11.8511,57
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,122,vt_grenade_flash_detector,25.3713,-14.5973,31.329,24.7769,65
rushb-master,0,23_reviera,bomb_5x5_economy/training,108,vt_grenade_smoke_2,-33.3513,-37.6498,-51.4061,-27.9443,20
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,66,vt_grenade_echo,21.9394,25.088,26.4166,-16.6548,32
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,84,vt_grenade_flash,22.0417,29.504,6.8247,13.9963,70
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,107,vt_grenade_smoke_2,22.6469,-24.8062,28.1294,5.037,33
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_echo,28.7543,7.5595,21.5948,41.3634,49
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,100,vt_grenade_flash_detector,-64.3682,-0.6231,-51.5652,14.481,45
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,96,vt_grenade_smoke_2,-41.314,19.515,-51.2013,46.9487,43
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_flash_detector,-47.4748,33.2075,-54.9927,-2.5591,31
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,127,vt_grenade_smoke_2,19.9308,-21.2635,29.4396,10.4372,33
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_smoke_2,-21.3775,-9.5389,-15.3305,2.5029,36
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-58.4782,-24.6801,-13.4673,-47.2249,85
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_echo,29.9118,-1.593,26.0454,28.5483,41
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,111,vt_grenade_echo,27.7426,46.9365,29.0507,1.9574,39
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,100,vt_grenade_flash,-38.2977,46.6753,-48.5763,33.1492,82
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,120,vt_grenade_flash,-60.9439,4.1266,-41.0221,23.093,50
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,139,vt_grenade_flash,-17.0563,13.2235,1.9406,-18.4523,35
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,120,vt_grenade_echo,24.7336,36.1915,34.1242,-19.6314,51
rushb-playtest,1,23_reviera,bomb_5x5_economy_dev/training,103,vt_grenade_flash_detector,-29.7135,24.9054,-65.3606,32.7019,55
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash,0.1679,-23.1719,-17.9548,19.0347,40
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,121,vt_grenade_flash_detector,-18.0512,0.6534,-0.9979,36.0128,51
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,109,vt_grenade_flash_detector,31.0013,-9.0005,26.6514,30.1651,68
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,113,vt_grenade_flash_detector,28.0536,19.0236,41.1357,41.2497,56
rushb-master,1,23_reviera,bomb_5x5_economy/training,106,vt_grenade_robotron,-9.0504,21.6064,-15.0771,-6.5358,17
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,100,vt_grenade_echo,-48.702,9.8164,-47.5656,35.3496,51
rushb-master,1,23_reviera,bomb_5x5_economy/training,101,vt_grenade_robotron,16.6032,-21.8138,6.5672,-52.462,79
rushb-playtest,0,23_reviera,bomb_5x5_economy_dev/training,80,vt_grenade_flash,26.3508,1.4406,32.6865,32.4028,47
